#TIC Period t0 Duration Depth SNR Depth_even Depth_odd Depth_half
234347951 23.33720510554151 1.1024999999999998 0.155 217510.30154965245 3170552.04354436 216998.11360081087 218067.24378528597 143329.21684467688
70744199 0.7073262721988539 0.44500000000000006 0.2 50983.22723953251 3117054.80553409 50550.302081578484 51442.03934634925 2407.3385640962024
220015845 11.548740353133727 2.06 0.2 184067.4596992217 3099072.3826827714 142455.07056257292 225679.84883587054 93183.58974022951
180551164 0.43873169738571616 0.265 0.06 65961.33551706394 3089287.365330002 60935.91976378943 70947.45951308061 1606.9636113792135
25078924 0.9010337311004103 0.65 0.2 55426.24419915761 3084514.847579807 55968.47343237174 54887.84697465875 17314.151339615353
158536052 19.012534109814855 14.6725 0.185 287126.32330362714 3069390.4442646215 0.0 287126.323303627 94463.41915740604
55652785 0.8471523073120157 0.0975 0.145 60423.014116936094 3066290.7550342865 38144.09840964713 82788.33802994173 22832.637008695125
70744127 2.0380495080216963 0.335 0.2 76498.22373140146 2992162.595548142 67390.35418362264 85562.97910380617 49929.85316143563
80316008 1.021789149937199 0.23500000000000001 0.14 65299.32727811399 2980449.2235851637 78628.00455010436 52026.139919828776 24031.16593376811
260654645 0.4552199932915105 0.37000000000000005 0.05 69636.5417137692 2975657.4771817927 69396.6064389879 69890.64734011413 3356.7893188981143
201256771 1.8813699857815422 1.075 0.2 69782.62105905036 2944162.0804925943 65065.87281768588 74480.52115559428 34978.10402315537
207200487 1.2521644644879497 0.255 0.2 57561.6206190686 2882624.9503021687 71590.52999500159 44724.183112228304 16325.954489536145
55659311 14.376049672024145 13.015 0.2 171786.537661097 2882401.672055858 178136.1398602433 165525.12438138336 85152.41365736119
309659126 0.49661021042237297 0.145 0.05 70000.93138054178 2859548.803942069 70526.18450900575 69472.84211207526 78816.59222044474
281594636 14.45912620123137 9.515 0.2 175362.47704975045 2818111.6963696387 192240.8077044549 161099.09903169045 79570.04544015753
358069227 0.4 0.135 0.09 49215.5842381601 2788745.991326294 49057.22226711326 49368.40016762748 67502.68300314032
277022714 2.345322757128575 1.62 0.2 71113.27249780738 2772369.8096197294 83571.12037676544 58862.07138461408 34807.59925472548
