#TIC Period t0 Duration Depth SNR Depth_even Depth_odd Depth_half
181233908 2.7982185200338567 1.3074999999999999 0.195 107891.62152577024 3640429.87895565 107695.99826150878 108049.33554799292 70788.52763892485
212254842 27.93551986641283 12.8725 0.055 594908.9295319064 3614983.250950894 0.0 594908.9295319066 296500.11524727155
25226885 1.6317336430737923 0.8775000000000001 0.105 111976.20922288983 3612850.2509007268 111506.01089541377 112376.54502758563 60113.84733929227
271596290 1.282675599512529 1.1075 0.17500000000000002 77755.06138742654 3608730.8456601873 77525.87673414315 78020.03760433757 34854.20315648103
394230860 10.97809627015622 9.41 0.2 213917.16978309109 3539204.551149891 227147.81665669687 197722.85800979755 106353.27004362085
261259291 0.46199123379082735 0.185 0.1 63811.13165605695 3507539.472785775 63692.2855247946 63932.04195696753 86621.35097149675
348717439 0.4794538322827451 0.40249999999999997 0.095 65361.83850247982 3503932.216184432 65288.28704838124 65439.136996884576 80267.73871847024
261335113 8.139767279220445 3.475 0.07 287981.62203722907 3477384.1390349236 285594.0914679877 289249.9976521386 120119.83393922899
277022714 2.3640741646030468 0.35 0.2 87008.65797219171 3418353.352914518 100066.78008357958 74163.3574086029 47282.67790526943
220570408 0.6935236601769244 0.15000000000000002 0.2 56128.41110359746 3417124.3065052065 57114.84953474609 55154.03458677697 1163.9605690404592
38586438 0.5555972284747765 0.24 0.05 88329.05548382373 3413950.481779708 84651.34521560262 91896.522638489 41850.651800189495
394699148 0.41247003777438557 0.26 0.09 61327.5177555503 3408984.9904521923 61221.478719937775 61433.18190568338 80976.57204645118
308851582 4.911950859046374 0.3275 0.095 170244.02440962612 3387545.288910232 169545.9368941904 170952.5311417102 115671.32533471825
215054743 29.7483338125216 16.79 0.05 568997.8199750674 3362977.7541335197 568997.8199750672 0.0 286652.47629967495
289840926 0.6508597161543026 0.52 0.2 53091.8737510895 3294212.4664806896 53286.982668719415 52887.41915943897 -9.107053125629136
206556127 1.1055318334979483 0.885 0.06 106627.48645471789 3285848.2086212197 105853.1059974372 107354.12091077886 54467.54163114147
369705840 4.291813062377748 3.48 0.2 107251.4124335504 3254185.992262278 109352.66146296475 104553.32975963103 17969.48302270703
201256771 1.8805519356094382 1.665 0.2 78966.92666309861 3253380.2685978315 74210.85876153414 85023.21456652977 38645.253195859754
259864042 0.4606872265591052 0.31 0.2 48027.53242294713 3194099.073509272 47660.31127316925 48408.967328787454 -3765.2180804967775
79225651 0.8926838508862069 0.7875 0.085 81618.84835665545 3192920.249760442 83090.03779657735 79908.42580678471 39536.497194975556
177309964 0.45336825885642507 0.335 0.2 47757.62316329662 3185170.103473974 47341.364291424776 48154.57158886729 -480.1229994786812
355547586 0.4757040791238288 0.265 0.05 76323.37704368812 3184910.6117310543 75343.7031004725 77321.28690311663 1561.160270493121
382256692 0.4469779132496642 0.1725 0.055 71246.42486019335 3151459.3918997473 74673.28913071459 67993.14847411774 1678.9903140409788
279254042 0.5965364909132493 0.44500000000000006 0.2 48764.26735022444 3093744.8970832443 49107.4430434503 48434.56918341218 23793.605918543115
391745863 0.8249079894488449 0.41000000000000003 0.2 53866.05419339682 3086715.7960668304 51978.95553177259 55767.21600294188 -483.1815524051606
55652785 0.8471412500728434 0.1175 0.145 61069.10922992493 3084553.872460078 37778.03444275201 81661.21826922796 24230.001192174943
212344482 0.7525869542965453 0.6 0.2 51919.150088352966 3064743.843686001 65144.95566788688 39722.3175702003 14695.422421310444
200645730 0.43760706258043985 0.28750000000000003 0.055 67353.30433259564 3046887.0551103023 75215.29127600523 59689.3523247884 4751.845687595435
139266474 0.5279573814654892 0.445 0.14 50902.684630730386 3026928.608921892 50795.337063769875 51014.209852581094 77710.6010997504
358069227 0.4 0.21000000000000002 0.1 51669.09772356017 3016764.5725007 52056.100530410265 51292.65410979431 68333.07482629135
260654645 0.4550910097475383 0.029908990252461742 0.05 74128.15040734026 3005784.578278708 64734.94208372583 64361.08676675225 1665.384703381449
209393544 0.420466884333734 0.175 0.2 44682.609844542385 3003285.7910191296 44671.47720768761 44694.01073770684 -6768.266812240138
167692429 10.255034643904173 7.7 0.2 145764.1895899898 2989892.612153372 147904.0730634005 144701.6780042336 71974.39107155387
376985426 0.4242902789334794 0.025709721066520586 0.05 71786.8403959338 2979424.2475171774 73899.77849993174 60127.17015388213 6434.467720586853
